bin.function,cov-day3-b1,cov-day3-b2,cov-day3-b5,cov-day6-b7,cov-day6-b8,cov-day6-b9,cov-day9-b11,cov-day9-b12,cov-day9-b14,cov-day12-b16,cov-day12-b17,cov-day12-b19,cov-day19-b28,cov-day19-b32,cov-day19-b33,unnorm-day3-b1,unnorm-day3-b2,unnorm-day3-b5,unnorm-day6-b7,unnorm-day6-b8,unnorm-day6-b9,unnorm-day9-b11,unnorm-day9-b12,unnorm-day9-b14,unnorm-day12-b16,unnorm-day12-b17,unnorm-day12-b19,unnorm-day19-b28,unnorm-day19-b32,unnorm-day19-b33,unnorm-LG1,unnorm-LG2,unnorm-LG3,functional-category,protein.annotation,Accession,Taxa
331-Prok_bin48--,211.3578568,27.40767187,114.4310565,188.3228331,173.5317044,174.4588702,129.8357793,222.0809865,191.3827485,69.224623,285.2716715,237.78673,250.922215,288.7226066,357.405948,0.7384,1.24,0.987850249,1.7092,1.5697,1.08377254,0.9603,0.7415,0.788127601,1.2199,0.9058,0.583507597,1.1612,0.7063,1.004236221,1.774,1.231,1.535328984,-,kegg:Porphobilinogen_synthase_uniprot:K9VFM7_9CYAN_Delta-aminolevulinic_acid_dehydratase_(TrEMBL)_pfam:ALAD,Prok_bin48_NODE_173_length_77546_cov_256.633_46,Prok_bin48
332-Prok_bin48--,211.3578568,27.40767187,114.4310565,188.3228331,173.5317044,174.4588702,129.8357793,222.0809865,191.3827485,69.224623,285.2716715,237.78673,250.922215,288.7226066,357.405948,0.8011,1.3908,1.002729416,1.8571,0.9674,1.272464395,1.1222,0.8396,0.851114154,1.8876,1.1571,0.733904302,1.1816,0.8501,1.219857335,2.0968,0.9249,2.288863659,-,kegg:aspartyl/glutamyl-tRNA(Asn/Gln)_amidotransferase_subunit_B_uniprot:F5UPD8_9CYAN_Aspartyl/glutamyl-tRNA(Asn/Gln)_amidotransferase_subunit_B_(TrEMBL)_pfam:GatB_N,Prok_bin48_NODE_173_length_77546_cov_256.633_6,Prok_bin48
333-Prok_bin48--,211.3578568,27.40767187,114.4310565,188.3228331,173.5317044,174.4588702,129.8357793,222.0809865,191.3827485,69.224623,285.2716715,237.78673,250.922215,288.7226066,357.405948,0.6947,1.0778,0,1.2522,0.8756,0,1.0449,0.8949,0,0.9489,0.7316,0,0.8888,0.6127,0,1.0957,0.784,0,-,kegg:carboxyl-terminal_protease_uniprot:F5UHC2_9CYAN_Carboxyl-terminal_protease_(TrEMBL)_pfam:PDZ,Prok_bin48_NODE_1751_length_18367_cov_242.56_2,Prok_bin48
334-Prok_bin48--,211.3578568,27.40767187,114.4310565,188.3228331,173.5317044,174.4588702,129.8357793,222.0809865,191.3827485,69.224623,285.2716715,237.78673,250.922215,288.7226066,357.405948,0.9497,1.0679,0.949600339,1.6788,0.8917,1.16035831,0.9043,1.0176,0.643825531,1.5447,1.3916,0.953192532,1.0891,0.8041,1.107961535,1.5289,1.199,1.683231235,-,kegg:4-hydroxy-3-methylbut-2-en-1-yl_diphosphate_synthase_uniprot:K9VBM6_9CYAN_4-hydroxy-3-methylbut-2-en-1-yl_diphosphate_synthase_(ferredoxin)_(TrEMBL)_pfam:GcpE,Prok_bin48_NODE_1751_length_18367_cov_242.56_3,Prok_bin48
335-Prok_bin48--,211.3578568,27.40767187,114.4310565,188.3228331,173.5317044,174.4588702,129.8357793,222.0809865,191.3827485,69.224623,285.2716715,237.78673,250.922215,288.7226066,357.405948,0.9843,2.1273,1.050607085,1.649,0.9278,0.929616809,0.9516,0.5426,0.630091131,1.6054,1.2537,0.580780268,1.084,1.2801,1.008479476,1.8048,1.5865,1.564782143,-,kegg:Thioredoxin_domain-containing_protein_uniprot:K9VKN2_9CYAN_Thioredoxin_(TrEMBL)_pfam:AhpC-TSA,Prok_bin48_NODE_183_length_75776_cov_244.895_10,Prok_bin48
336-Prok_bin48--,211.3578568,27.40767187,114.4310565,188.3228331,173.5317044,174.4588702,129.8357793,222.0809865,191.3827485,69.224623,285.2716715,237.78673,250.922215,288.7226066,357.405948,1.3302,1.3336,1.218483686,1.5972,1.1031,1.142352223,1.023,1.0154,0.832289577,1.7565,1.0218,0.816572368,1.1283,0.8723,1.159888148,2.0376,1.2531,1.952274561,-,kegg:phenylalanyl-tRNA_synthetase_alpha_subunit_uniprot:K9VJX0_9CYAN_Phenylalanine--tRNA_ligase_alpha_subunit_(TrEMBL)_pfam:Phe_tRNA-synt_N,Prok_bin48_NODE_183_length_75776_cov_244.895_14,Prok_bin48
337-Prok_bin48--,211.3578568,27.40767187,114.4310565,188.3228331,173.5317044,174.4588702,129.8357793,222.0809865,191.3827485,69.224623,285.2716715,237.78673,250.922215,288.7226066,357.405948,0.6367,4.0543,0.523957968,0.9293,4.4855,0.696778417,0.5628,0.3139,0.395414859,1.3523,1.3148,0.193573356,0.6224,0.374,0.396204472,0.9836,0.409,0.466266841,-,kegg:-_uniprot:-_pfam:CARDB,Prok_bin48_NODE_183_length_75776_cov_244.895_16,Prok_bin48
338-Prok_bin48--,211.3578568,27.40767187,114.4310565,188.3228331,173.5317044,174.4588702,129.8357793,222.0809865,191.3827485,69.224623,285.2716715,237.78673,250.922215,288.7226066,357.405948,2.2575,0.8516,1.319725633,1.0779,0.8953,2.127727032,1.0456,1.0438,1.198891401,1.0213,1.018,1.67366755,2.5133,1.4598,1.504852057,0.7684,1.4896,1.54812932,-,kegg:protein_of_unknown_function_DUF124_uniprot:F4XR53_9CYAN_Uncharacterized_protein_(TrEMBL)_pfam:AIM24,Prok_bin48_NODE_183_length_75776_cov_244.895_23,Prok_bin48
339-Prok_bin48--,211.3578568,27.40767187,114.4310565,188.3228331,173.5317044,174.4588702,129.8357793,222.0809865,191.3827485,69.224623,285.2716715,237.78673,250.922215,288.7226066,357.405948,0.8906,1.4503,1.181355596,1.9352,0.9125,1.208793998,0.9466,0.8717,0.670820713,1.3968,1.6144,1.094455242,1.3853,1.0281,1.071011901,1.9344,1.0852,1.610972643,-,kegg:tryptophan_synthase_beta_chain_uniprot:A0A2G4EWZ8_9CYAN_Tryptophan_synthase_beta_chain_(TrEMBL)_pfam:PALP,Prok_bin48_NODE_183_length_75776_cov_244.895_25,Prok_bin48
340-Prok_bin48--,211.3578568,27.40767187,114.4310565,188.3228331,173.5317044,174.4588702,129.8357793,222.0809865,191.3827485,69.224623,285.2716715,237.78673,250.922215,288.7226066,357.405948,1.5014,1.2241,0.961263359,1.9525,0.9034,0.866797864,1.231,1.2351,0.675167859,1.23,1.4766,0.627933562,1.3554,1.1358,0.829195797,2.5952,1.4911,1.568800688,-,kegg:glycyl-tRNA_synthetase_beta_chain_uniprot:F5UKN8_9CYAN_Glycine--tRNA_ligase_beta_subunit_(TrEMBL)_pfam:DALR_1,Prok_bin48_NODE_183_length_75776_cov_244.895_33,Prok_bin48
341-Prok_bin48--,211.3578568,27.40767187,114.4310565,188.3228331,173.5317044,174.4588702,129.8357793,222.0809865,191.3827485,69.224623,285.2716715,237.78673,250.922215,288.7226066,357.405948,0.7843,0.9975,0.914362431,1.8782,0.8517,1.213621378,0.9491,0.666,0.664701581,1.4701,0.7626,0.636026621,1.327,0.8602,1.254911542,1.8787,1.2289,1.762935519,-,kegg:60_kDa_chaperonin_uniprot:F5UKL3_9CYAN_60_kDa_chaperonin_(TrEMBL)_pfam:Cpn60_TCP1,Prok_bin48_NODE_183_length_75776_cov_244.895_43,Prok_bin48
342-Prok_bin48-photosystem,211.3578568,27.40767187,114.4310565,188.3228331,173.5317044,174.4588702,129.8357793,222.0809865,191.3827485,69.224623,285.2716715,237.78673,250.922215,288.7226066,357.405948,0.4886,0.6576,1.131433725,1.4854,0.4803,1.049978733,0.8258,0.8983,1.011910439,0.8475,0.84,1.281687975,0.9652,1.5802,1.584191918,0.8612,0.7322,1.357700348,photosystem,kegg:Photosystem_I_reaction_center_subunit_PsaK_uniprot:K9VKM8_9CYAN_Photosystem_I_reaction_center_subunit_PsaK_(TrEMBL)_pfam:DUF3487,Prok_bin48_NODE_183_length_75776_cov_244.895_5,Prok_bin48
343-Prok_bin48--,211.3578568,27.40767187,114.4310565,188.3228331,173.5317044,174.4588702,129.8357793,222.0809865,191.3827485,69.224623,285.2716715,237.78673,250.922215,288.7226066,357.405948,1.316,1.1738,1.086513519,1.9523,1.0095,1.437511325,1.1743,0.6696,1.496141553,2.2994,1.3199,1.22267437,1.3589,0.8984,1.381714582,2.6558,0.9416,3.279827833,-,kegg:protoporphyrinogen_oxidase_uniprot:F5UKM3_9CYAN_Protoporphyrinogen_oxidase_(TrEMBL)_pfam:Amino_oxidase,Prok_bin48_NODE_183_length_75776_cov_244.895_57,Prok_bin48
344-Prok_bin48--,211.3578568,27.40767187,114.4310565,188.3228331,173.5317044,174.4588702,129.8357793,222.0809865,191.3827485,69.224623,285.2716715,237.78673,250.922215,288.7226066,357.405948,1.422,1.833,1.191846132,2.396,1.529,1.015574455,1.4598,1.5909,0.705467761,1.9041,1.7586,1.025099993,1.4707,1.5691,0.407458603,3.3483,1.9783,2.166984081,-,kegg:Multi-copper_polyphenol_oxidoreductase_laccase_uniprot:F5UNL4_9CYAN_Polyphenol_oxidase_(TrEMBL)_pfam:Cu-oxidase_4,Prok_bin48_NODE_184_length_75664_cov_257.904_35,Prok_bin48
345-Prok_bin48--,211.3578568,27.40767187,114.4310565,188.3228331,173.5317044,174.4588702,129.8357793,222.0809865,191.3827485,69.224623,285.2716715,237.78673,250.922215,288.7226066,357.405948,0.7803,0.7905,0.864202678,1.9274,1.1102,1.290831208,0.9403,0.6025,0.767845333,1.5196,0.7091,0.721010089,1.2402,0.6018,1.015973687,1.9238,1.4859,2.374741554,-,kegg:short-chain_dehydrogenase/reductase_SDR_uniprot:F5UNK8_9CYAN_Short-chain_dehydrogenase/reductase_SDR_(TrEMBL)_pfam:2-Hacid_dh_C,Prok_bin48_NODE_184_length_75664_cov_257.904_41,Prok_bin48
346-Prok_bin48-P-transport,211.3578568,27.40767187,114.4310565,188.3228331,173.5317044,174.4588702,129.8357793,222.0809865,191.3827485,69.224623,285.2716715,237.78673,250.922215,288.7226066,357.405948,0.9674,1.5347,0.842154026,1.7423,1.1863,1.007147551,1.0897,0.9992,0.940360606,1.9111,1.2882,0.773229301,1.2156,0.9404,0.950904608,1.6959,1.3965,1.384103775,P-transport,kegg:phosphate_ABC_transporter_ATP-binding_protein_PhoT_family_uniprot:A0A2G4F4R6_9CYAN_Phosphate_import_ATP-binding_protein_PstB_(TrEMBL)_pfam:AAA,Prok_bin48_NODE_184_length_75664_cov_257.904_45,Prok_bin48
347-Prok_bin48-P-transport,211.3578568,27.40767187,114.4310565,188.3228331,173.5317044,174.4588702,129.8357793,222.0809865,191.3827485,69.224623,285.2716715,237.78673,250.922215,288.7226066,357.405948,0.7827,0.9843,0.946676373,1.7404,0.9166,1.339263797,0.8586,0.6095,0.601090193,1.5153,0.8381,0.524871707,1.4493,0.9056,1.64069581,5.1039,3.0798,5.208640575,P-transport,kegg:phosphate_ABC_transporter_substrate-binding_protein_PhoT_family_uniprot:A0A2G4F3X2_9CYAN_Phosphate-binding_protein_(TrEMBL)_pfam:PBP_like,Prok_bin48_NODE_184_length_75664_cov_257.904_48,Prok_bin48
348-Prok_bin48--,211.3578568,27.40767187,114.4310565,188.3228331,173.5317044,174.4588702,129.8357793,222.0809865,191.3827485,69.224623,285.2716715,237.78673,250.922215,288.7226066,357.405948,1.0176,1.5471,0.848666012,1.7651,1.2574,1.438549995,1.317,1.0019,0.858764827,1.7275,1.2265,0.793339074,1.3916,0.9789,1.25539887,2.7976,1.7364,2.186293364,-,kegg:3-octaprenyl-4hydroxybenzoate_decarboxylase_uniprot:A0A2G4F3X3_9CYAN_UbiD_family_decarboxylase_(TrEMBL)_pfam:UbiD,Prok_bin48_NODE_184_length_75664_cov_257.904_49,Prok_bin48
349-Prok_bin48--,211.3578568,27.40767187,114.4310565,188.3228331,173.5317044,174.4588702,129.8357793,222.0809865,191.3827485,69.224623,285.2716715,237.78673,250.922215,288.7226066,357.405948,0.6061,0.9957,0.832000494,2.0601,0.7604,1.300610781,0.8597,0.7794,0.525682449,1.5314,0.7966,0.636996925,1.3936,1.0528,1.597923279,2.6162,1.9735,2.711672783,-,kegg:Inorganic_pyrophosphatase_uniprot:K9VB86_9CYAN_Inorganic_pyrophosphatase_(TrEMBL)_pfam:Pyrophosphatase,Prok_bin48_NODE_186_length_75037_cov_260.716_13,Prok_bin48
350-Prok_bin48--,211.3578568,27.40767187,114.4310565,188.3228331,173.5317044,174.4588702,129.8357793,222.0809865,191.3827485,69.224623,285.2716715,237.78673,250.922215,288.7226066,357.405948,0.8184,1.164,0.876402497,1.2556,0.9652,0.966921568,0.8443,0.8335,0.734106898,1.2075,1.0809,0.714997828,1.0681,0.839,0.888757646,1.1566,0.9991,1.059499621,-,kegg:protein_translocase_subunit_secA_uniprot:F5UQ58_9CYAN_Protein_translocase_subunit_SecA_(TrEMBL)_pfam:DEAD,Prok_bin48_NODE_186_length_75037_cov_260.716_44,Prok_bin48
351-Prok_bin48--,211.3578568,27.40767187,114.4310565,188.3228331,173.5317044,174.4588702,129.8357793,222.0809865,191.3827485,69.224623,285.2716715,237.78673,250.922215,288.7226066,357.405948,1.1066,0.9752,1.483106732,1.6579,0.9958,1.237739921,1.2009,0.8276,0.684218347,1.4957,1.0441,0.929319978,1.1964,0.7769,1.034144044,1.6411,0.7537,1.433215618,-,kegg:Phosphoenolpyruvate_carboxylase_type_1_uniprot:F5ULA1_9CYAN_Phosphoenolpyruvate_carboxylase_(TrEMBL)_pfam:PEPcase,Prok_bin48_NODE_186_length_75037_cov_260.716_9,Prok_bin48
352-Prok_bin48--,211.3578568,27.40767187,114.4310565,188.3228331,173.5317044,174.4588702,129.8357793,222.0809865,191.3827485,69.224623,285.2716715,237.78673,250.922215,288.7226066,357.405948,0.6995,1.5228,0,1.8054,1.0317,0,0.8935,0.9969,0,1.4927,1.0565,0,1.1838,1.2082,0,1.8514,1.1839,0,-,kegg:protein_of_unknown_function_DUF820_uniprot:A0A2G4EZ02_9CYAN_Uma2_family_endonuclease_(TrEMBL)_pfam:Uma2,Prok_bin48_NODE_1888_length_17441_cov_296.464_3,Prok_bin48
353-Prok_bin48--,211.3578568,27.40767187,114.4310565,188.3228331,173.5317044,174.4588702,129.8357793,222.0809865,191.3827485,69.224623,285.2716715,237.78673,250.922215,288.7226066,357.405948,0.6089,0.8131,0.812655151,1.6508,0.6496,1.078230262,0.8867,0.5482,0.678263545,1.3079,0.7328,0.609922409,1.2518,0.745,1.190594435,1.3089,1.0619,1.554482698,-,kegg:alkyl_hydroperoxide_reductase/Thiol_specific_antioxidant/Mal_allergen_uniprot:F5UG40_9CYAN_Alkyl_hydroperoxide_reductase/_Thiol_specific_antioxidant/_Mal_allergen_(TrEMBL)_pfam:AhpC-TSA,Prok_bin48_NODE_1963_length_16845_cov_253.076_11,Prok_bin48
354-Prok_bin48--,211.3578568,27.40767187,114.4310565,188.3228331,173.5317044,174.4588702,129.8357793,222.0809865,191.3827485,69.224623,285.2716715,237.78673,250.922215,288.7226066,357.405948,0.9772,1.0009,1.100797415,2.1139,0.9266,1.315936327,0.7771,1.3468,0.78870672,1.6429,0.8936,0.726707339,1.3475,0.9709,1.258560181,2.7336,1.9783,2.152887106,-,kegg:hypothetical_protein_uniprot:K9VQA1_9CYAN_Uncharacterized_protein_(TrEMBL)_pfam:DUF937,Prok_bin48_NODE_1963_length_16845_cov_253.076_3,Prok_bin48
355-Prok_bin48--,211.3578568,27.40767187,114.4310565,188.3228331,173.5317044,174.4588702,129.8357793,222.0809865,191.3827485,69.224623,285.2716715,237.78673,250.922215,288.7226066,357.405948,0.6881,1.1282,0,1.5397,0.8827,0,1.0074,0.6908,0,1.1696,1.0135,0,1.2159,0.893,0,1.5252,0.9353,0,-,kegg:Dihydrolipoyllysine-residue_acetyltransferase_uniprot:F5UDW1_9CYAN_Dihydrolipoamide_acetyltransferase_component_of_pyruvate_dehydrogenase_complex_(TrEMBL)_pfam:2-oxoacid_dh,Prok_bin48_NODE_204_length_71609_cov_267.649_10,Prok_bin48
356-Prok_bin48--,211.3578568,27.40767187,114.4310565,188.3228331,173.5317044,174.4588702,129.8357793,222.0809865,191.3827485,69.224623,285.2716715,237.78673,250.922215,288.7226066,357.405948,0.778,0.9274,0.795261919,1.6524,0.8068,1.051485181,1.0255,0.7637,0.593351483,1.3863,0.8341,0.562210321,1.4055,1.0326,1.373073339,2.1325,1.4743,1.872348547,-,kegg:hypothetical_protein_uniprot:F5UDW0_9CYAN_Uncharacterized_protein_(TrEMBL)_pfam:ATP-synt_G,Prok_bin48_NODE_204_length_71609_cov_267.649_11,Prok_bin48
357-Prok_bin48--,211.3578568,27.40767187,114.4310565,188.3228331,173.5317044,174.4588702,129.8357793,222.0809865,191.3827485,69.224623,285.2716715,237.78673,250.922215,288.7226066,357.405948,0.6036,1.0014,1.311798453,1.9387,1.2129,1.353844404,0.7078,0.5609,0.670876145,1.1557,0.8004,0.809604466,1.1665,1.0686,1.142267585,3.1406,0.9433,4.204936981,-,kegg:NUDIX_hydrolase_uniprot:K9VSM8_9CYAN_NUDIX_hydrolase_(TrEMBL)_pfam:NUDIX,Prok_bin48_NODE_204_length_71609_cov_267.649_60,Prok_bin48
358-Prok_bin48--,211.3578568,27.40767187,114.4310565,188.3228331,173.5317044,174.4588702,129.8357793,222.0809865,191.3827485,69.224623,285.2716715,237.78673,250.922215,288.7226066,357.405948,0.8392,1.6051,0.738815546,1.6307,1.2252,0.798344076,0.9419,0.8071,0.537832439,1.4903,1.1101,0.722030401,0.9523,1.2571,1.000782847,1.6306,1.8993,2.018575907,-,kegg:protein_of_unknown_function_DUF839_uniprot:A0A2G4F4Z7_9CYAN_DUF839_domain-containing_protein_(TrEMBL)_pfam:DUF839,Prok_bin48_NODE_204_length_71609_cov_267.649_63,Prok_bin48
359-Prok_bin48--,211.3578568,27.40767187,114.4310565,188.3228331,173.5317044,174.4588702,129.8357793,222.0809865,191.3827485,69.224623,285.2716715,237.78673,250.922215,288.7226066,357.405948,0.761,0.9266,0.890186727,1.697,0.8748,1.088062286,1.1017,0.6255,1.114781976,1.5135,0.7474,0.830375552,1.2223,0.5145,1.208975792,1.4716,0.6462,1.457876682,-,kegg:hypothetical_protein_uniprot:K9VJ01_9CYAN_Uncharacterized_protein_(TrEMBL)_pfam:-,Prok_bin48_NODE_208_length_70932_cov_264.378_10,Prok_bin48
360-Prok_bin48--,211.3578568,27.40767187,114.4310565,188.3228331,173.5317044,174.4588702,129.8357793,222.0809865,191.3827485,69.224623,285.2716715,237.78673,250.922215,288.7226066,357.405948,0.737,0.8833,0.887197793,1.7916,0.6267,1.025014162,0.9171,0.6599,0.57838583,1.3311,0.7467,0.551584721,1.3013,0.8567,1.105274081,1.0791,0.9295,1.207712412,-,kegg:Peroxidase_uniprot:K9VHR9_9CYAN_Peroxidase_(TrEMBL)_pfam:1-cysPrx_C,Prok_bin48_NODE_208_length_70932_cov_264.378_16,Prok_bin48
361-Prok_bin48--,211.3578568,27.40767187,114.4310565,188.3228331,173.5317044,174.4588702,129.8357793,222.0809865,191.3827485,69.224623,285.2716715,237.78673,250.922215,288.7226066,357.405948,0.8665,1.1253,1.16249609,1.4658,0.9681,1.454255462,0.8396,0.7971,0.865579844,1.2938,1.0191,0.727315128,1.2792,1.0577,1.313477516,1.1473,1.0416,2.188106298,-,kegg:hypothetical_protein_uniprot:F5UFD4_9CYAN_Uncharacterized_protein_(TrEMBL)_pfam:GATase,Prok_bin48_NODE_208_length_70932_cov_264.378_27,Prok_bin48
362-Prok_bin48--,211.3578568,27.40767187,114.4310565,188.3228331,173.5317044,174.4588702,129.8357793,222.0809865,191.3827485,69.224623,285.2716715,237.78673,250.922215,288.7226066,357.405948,0.8412,1.9114,1.187115073,1.4328,1.7436,1.189493895,0.8655,0.7491,0.665794313,1.4606,1.0602,0.576729596,1.2559,1.4297,1.308826923,1.3517,0.6504,1.035311699,-,kegg:hypothetical_protein_uniprot:A0A1Z4RRY9_9CHRO_Uncharacterized_protein_(TrEMBL)_pfam:SNase,Prok_bin48_NODE_208_length_70932_cov_264.378_40,Prok_bin48
363-Prok_bin48--,211.3578568,27.40767187,114.4310565,188.3228331,173.5317044,174.4588702,129.8357793,222.0809865,191.3827485,69.224623,285.2716715,237.78673,250.922215,288.7226066,357.405948,0.9015,0.855,0.790421903,1.2672,0.7989,1.067356467,1.183,0.705,0.714351356,1.165,0.9626,0.693366826,0.8817,1.1738,0.851125836,1.0127,0.7783,1.046318889,-,kegg:-_uniprot:A0A1U7IY75_9CYAN_Lysozyme_(TrEMBL)_pfam:DUF2778,Prok_bin48_NODE_208_length_70932_cov_264.378_44,Prok_bin48
364-Prok_bin48--,211.3578568,27.40767187,114.4310565,188.3228331,173.5317044,174.4588702,129.8357793,222.0809865,191.3827485,69.224623,285.2716715,237.78673,250.922215,288.7226066,357.405948,0.8101,1.1718,0.993788779,1.6598,0.9733,1.128239155,0.9459,0.7771,0.714566112,1.4943,1.0545,0.836453438,1.2123,0.8761,1.051983237,1.726,1.1496,1.659274101,-,kegg:ATPase_AAA-2_domain_protein_uniprot:K9VG78_9CYAN_ATPase_AAA-2_domain_protein_(TrEMBL)_pfam:AAA,Prok_bin48_NODE_208_length_70932_cov_264.378_57,Prok_bin48
365-Prok_bin48-photosystem,211.3578568,27.40767187,114.4310565,188.3228331,173.5317044,174.4588702,129.8357793,222.0809865,191.3827485,69.224623,285.2716715,237.78673,250.922215,288.7226066,357.405948,0.6848,0.9864,0.94272548,0.9956,0.6197,0.776001215,1.1064,0.7107,0.70955652,0.8364,0.7144,0.873266578,1.2316,1.2522,1.333929777,0.548,0.3767,0.77610898,photosystem,kegg:Photosystem_Q(B)_protein_uniprot:F5UCM8_9CYAN_Photosystem_II_protein_D1_(TrEMBL)_pfam:DUF4064,Prok_bin48_NODE_2092_length_15944_cov_256.062_5,Prok_bin48
366-Prok_bin48--,211.3578568,27.40767187,114.4310565,188.3228331,173.5317044,174.4588702,129.8357793,222.0809865,191.3827485,69.224623,285.2716715,237.78673,250.922215,288.7226066,357.405948,0.7899,1.2453,0,1.3331,0.9531,0,1.3162,0.7054,0,1.6902,0.8897,0,1.1385,0.9179,0,1.2585,1.0412,0,-,kegg:glucose-1-phosphate_cytidylyltransferase_uniprot:K9VID7_9CYAN_Glucose-1-phosphate_cytidylyltransferase_(TrEMBL)_pfam:IspD,Prok_bin48_NODE_216_length_69416_cov_255.859_17,Prok_bin48
367-Prok_bin48--,211.3578568,27.40767187,114.4310565,188.3228331,173.5317044,174.4588702,129.8357793,222.0809865,191.3827485,69.224623,285.2716715,237.78673,250.922215,288.7226066,357.405948,0.856,0.9616,1.012660265,1.8575,0.89,1.155629873,0.8644,0.6854,0.745433748,1.4636,1.1739,0.757694662,1.4287,0.9054,1.224838972,1.188,1.2674,1.470225573,-,kegg:2-phosphosulfolactate_phosphatase_uniprot:F5UEY1_9CYAN_Probable_2-phosphosulfolactate_phosphatase_(TrEMBL)_pfam:2-ph_phosp,Prok_bin48_NODE_216_length_69416_cov_255.859_30,Prok_bin48
368-Prok_bin48--,211.3578568,27.40767187,114.4310565,188.3228331,173.5317044,174.4588702,129.8357793,222.0809865,191.3827485,69.224623,285.2716715,237.78673,250.922215,288.7226066,357.405948,1.0584,1.005,0.972605169,1.6136,0.9113,1.062498808,0.9905,0.5676,0.643733382,1.4402,0.6056,0.967335045,1.1606,0.7616,0.880255282,1.9217,2.6691,1.211333036,-,kegg:ATP-dependent_Clp_protease_proteolytic_subunit_ClpP_uniprot:K9VGM9_9CYAN_ATP-dependent_Clp_protease_proteolytic_subunit_(TrEMBL)_pfam:CLP_protease,Prok_bin48_NODE_216_length_69416_cov_255.859_40,Prok_bin48
369-Prok_bin48--,211.3578568,27.40767187,114.4310565,188.3228331,173.5317044,174.4588702,129.8357793,222.0809865,191.3827485,69.224623,285.2716715,237.78673,250.922215,288.7226066,357.405948,1.3698,1.2044,1.045469165,0.8656,1.0857,1.172384143,0.6016,0.8155,0.94342792,2.1894,1.2321,0.696185648,0.8723,1.0889,1.243504882,0.7404,1.2685,1.243145943,-,kegg:ATP-dependent_Clp_protease_proteolytic_subunit_uniprot:A0A2G4F2Q5_9CYAN_ATP-dependent_Clp_protease_proteolytic_subunit_(TrEMBL)_pfam:CLP_protease,Prok_bin48_NODE_216_length_69416_cov_255.859_41,Prok_bin48
370-Prok_bin48--,211.3578568,27.40767187,114.4310565,188.3228331,173.5317044,174.4588702,129.8357793,222.0809865,191.3827485,69.224623,285.2716715,237.78673,250.922215,288.7226066,357.405948,0.9555,1.2495,1.102597594,1.5267,0.7062,1.155109644,1.0187,1.0515,0.778288782,1.4861,0.9903,0.634545982,1.2673,0.888,0.994534969,1.0816,1.0799,1.155330181,-,kegg:transaldolase_uniprot:A0A2G4F2R8_9CYAN_Transaldolase_(TrEMBL)_pfam:TAL_FSA,Prok_bin48_NODE_216_length_69416_cov_255.859_54,Prok_bin48
371-Prok_bin48--,211.3578568,27.40767187,114.4310565,188.3228331,173.5317044,174.4588702,129.8357793,222.0809865,191.3827485,69.224623,285.2716715,237.78673,250.922215,288.7226066,357.405948,0.8556,1.0776,0.976631284,1.5943,1,1.358653545,1.1077,0.6294,0.921184123,1.4878,1.0029,0.596991718,1.2091,0.9384,1.144649267,1.1236,0.6539,1.51621139,-,kegg:hypothetical_protein_uniprot:K9VJ61_9CYAN_Uncharacterized_protein_(TrEMBL)_pfam:DUF4330,Prok_bin48_NODE_216_length_69416_cov_255.859_9,Prok_bin48
372-Prok_bin48--,211.3578568,27.40767187,114.4310565,188.3228331,173.5317044,174.4588702,129.8357793,222.0809865,191.3827485,69.224623,285.2716715,237.78673,250.922215,288.7226066,357.405948,1.9797,1.4777,0,2.3875,1.1294,0,1.9189,0.7001,0,1.8816,0.579,0,3.1161,0.9335,0,3.2381,1.1491,0,-,kegg:Urease_subunit_gamma_uniprot:A0A2G4F055_9CYAN_Urease_subunit_gamma_(TrEMBL)_pfam:Rib,Prok_bin48_NODE_223_length_67981_cov_253.98_10,Prok_bin48
373-Prok_bin48--,211.3578568,27.40767187,114.4310565,188.3228331,173.5317044,174.4588702,129.8357793,222.0809865,191.3827485,69.224623,285.2716715,237.78673,250.922215,288.7226066,357.405948,1.1621,1.5266,1.070046663,1.8784,1.2765,1.2203722,1.5081,0.8872,0.954682469,1.4385,1.2306,0.812448263,1.3536,1.0751,1.078856349,1.7665,1.1925,1.529944181,-,kegg:phytoene_desaturase_uniprot:A0A2G4EZJ5_9CYAN_15-cis-phytoene_desaturase_(TrEMBL)_pfam:Amino_oxidase,Prok_bin48_NODE_223_length_67981_cov_253.98_16,Prok_bin48
374-Prok_bin48--,211.3578568,27.40767187,114.4310565,188.3228331,173.5317044,174.4588702,129.8357793,222.0809865,191.3827485,69.224623,285.2716715,237.78673,250.922215,288.7226066,357.405948,0.5859,1.3963,0,1.283,0.6335,0,0.8639,0.2857,0,1.4459,0.7959,0,1.0894,0.4,0,0.5958,1.2697,0,-,kegg:Chaperone_protein_dnaK_uniprot:F5UFW8_9CYAN_Chaperone_protein_DnaK_(TrEMBL)_pfam:BcrAD_BadFG,Prok_bin48_NODE_223_length_67981_cov_253.98_22,Prok_bin48
